1991	The Addams Family	Carlos Alonso	5.4	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/the_addams_family_1991
2020	The Netflix Afterparty The Best Shows of the Worst Year	Paul Pendergast	4.5	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/the_netflix_afterparty_the_best_shows_of_the_worst_year_2020
2012	The Survival Games	Luisa Molina	3.2	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/the_survival_games_2012
1991	The Addams Family	Carlos Alonso	6.5	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/the_addams_family_1991
1992	CIA Code Name: Alexa	Oscar Gutiérrez	3.9	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/cia_code_name:_alexa_1992
2018	Sarah Millican: Control Enthusiast Live	Paula Lago	6.7	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/sarah_millican:_control_enthusiast_live_2018
2018	Three Days of Glory	Paula Lago	6.3	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/three_days_of_glory_2018
2020	Hint of Love	Paul Pendergast	5.8	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/hint_of_love_2020
1994	Street Fighter	Fermín Álvarez	3.6	Una película aburrida	https.//forummovies.org/reviews/fermín_álvarez/street_fighter_1994
2006	Tales from Earthsea	Oscar Gutiérrez	5.9	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/tales_from_earthsea_2006
2010	Farewell Mr. Kringle	Paul Pendergast	5.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/farewell_mr._kringle_2010
1999	King Cobra	Oscar Gutiérrez	2.8	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/king_cobra_1999
1976	From Spikes to Spindles	Paula Lago	5.9	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/from_spikes_to_spindles_1976
1971	Diamonds Are Forever	Oscar Gutiérrez	6.1	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/diamonds_are_forever_1971
1971	Without Apparent Motive	Oscar Gutiérrez	6.0	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/without_apparent_motive_1971
2011	The Lost Valentine	Phill Freeman	7.0	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/the_lost_valentine_2011
2021	Something in the Shadows	Phill Freeman	3.8	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/something_in_the_shadows_2021
2013	The Exhibition	Oscar Gutiérrez	6.3	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/the_exhibition_2013
2013	Hwayi: A Monster Boy	Oscar Gutiérrez	6.6	Gran película, muy recomendable	https.//palomitas.com/películas/oscar_gutiérrez/hwayi:_a_monster_boy_2013
2011	Gloria: In Her Own Words	Phill Freeman	7.2	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/gloria:_in_her_own_words_2011
2021	Below the Fold	Phill Freeman	3.7	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/below_the_fold_2021
2020	Vibration	Paul Pendergast	2.2	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/vibration_2020
2014	Unlucky Plaza	Paula Lago	5.7	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/unlucky_plaza_2014
2018	Hell House LLC II: The Abaddon Hotel	Paula Lago	4.9	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/hell_house_llc_ii:_the_abaddon_hotel_2018
2021	Mariner of the Mountains	Phill Freeman	6.8	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/mariner_of_the_mountains_2021
2016	Bad People	Paula Lago	3.4	Una película aburrida	https.//cinemanía.com/paula/paula_lago/bad_people_2016
1990	The Rain Killer	Paul Pendergast	4.3	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/the_rain_killer_1990
2019	Mermaid Down	Phill Freeman	4.0	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/mermaid_down_2019
1988	The Lair of the White Worm	Paula Lago	5.6	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_lair_of_the_white_worm_1988
1977	Shaolin Plot	Luisa Molina	6.3	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/shaolin_plot_1977
2018	One Nation, One King	Paula Lago	5.4	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/one_nation,_one_king_2018
1985	American Flyers	Oscar Gutiérrez	6.1	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/american_flyers_1985
2015	Bourek	Fermín Álvarez	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/bourek_2015
1981	Nobody's Perfekt	Phill Freeman	4.1	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/nobody's_perfekt_1981
2011	Sacrifice	Phill Freeman	4.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/sacrifice_2011
1980	Dressed to Kill	Paul Pendergast	6.4	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/dressed_to_kill_1980
2020	Healing River	Paul Pendergast	5.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/healing_river_2020
2017	The Follower	Carlos Alonso	3.2	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/the_follower_2017
2018	Hurt	Paula Lago	4.7	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/hurt_2018
2017	The Man from Earth: Holocene	Carlos Alonso	4.8	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/the_man_from_earth:_holocene_2017
2020	The Binding	Paul Pendergast	4.4	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/the_binding_2020
2000	Hamlet	Paul Pendergast	7.3	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/hamlet_2000
2010	The Trip	Paul Pendergast	5.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/the_trip_2010
2019	Gina Brillon: Easily Offended	Phill Freeman	4.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/gina_brillon:_easily_offended_2019
1990	Mermaids	Paul Pendergast	6.2	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/mermaids_1990
2021	The Vault	Phill Freeman	6.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_vault_2021
1941	Puddin' Head	Phill Freeman	5.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/puddin'_head_1941
2011	Sacrifice	Phill Freeman	4.5	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/sacrifice_2011
2021	Miracle: Letters to the President	Phill Freeman	6.9	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/miracle:_letters_to_the_president_2021
1951	Santa Fe	Phill Freeman	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/santa_fe_1951
2021	The Day Sports Stood Still	Phill Freeman	5.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_day_sports_stood_still_2021
2017	1922	Carlos Alonso	5.9	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/1922_2017
2018	The Prey	Paula Lago	5.2	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_prey_2018
2021	Lee Su-geun: The Sense Coach	Phill Freeman	4.0	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/lee_su-geun:_the_sense_coach_2021
2017	The Highway Rat	Carlos Alonso	6.3	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/the_highway_rat_2017
2019	The Whistleblower	Phill Freeman	4.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_whistleblower_2019
1964	A Hard Day's Night	Oscar Gutiérrez	7.2	Película entretenida para pasar el rato	https.//palomitas.com/películas/oscar_gutiérrez/a_hard_day's_night_1964
2010	Wall Street: Money Never Sleeps	Paul Pendergast	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/wall_street:_money_never_sleeps_2010
2012	Winter Nomads	Luisa Molina	7.1	Gran película, muy recomendable	https.//foro_pelis.es/luisam/luisa_molina/winter_nomads_2012
2019	Clown	Phill Freeman	5.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/clown_2019
2010	Villain	Paul Pendergast	6.7	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/villain_2010
2013	The Husband She Met Online	Oscar Gutiérrez	4.5	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/the_husband_she_met_online_2013
2013	Dracula: The Impaler	Oscar Gutiérrez	2.8	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/dracula:_the_impaler_2013
1980	Fists of the White Lotus	Paul Pendergast	6.8	Película entretenida para pasar el rato	https.//forummovies.org/reviews/paul_pendergast/fists_of_the_white_lotus_1980
2020	King Tut in Color	Paul Pendergast	6.6	Un buen documental	https.//forummovies.org/reviews/paul_pendergast/king_tut_in_color_2020
2014	Mardaani	Paula Lago	7.0	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/mardaani_2014
1991	McBain	Carlos Alonso	4.5	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/mcbain_1991
2016	Plan B	Paula Lago	5.5	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/plan_b_2016
2018	The Prey	Paula Lago	6.3	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_prey_2018
2021	Playground	Phill Freeman	7.0	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/playground_2021
2017	The Forgiven	Carlos Alonso	5.7	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/the_forgiven_2017
2010	Marmaduke	Paul Pendergast	3.2	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/marmaduke_2010
2018	Josu00e9	Paula Lago	6.4	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/josu00e9_2018
2020	Here After	Paul Pendergast	4.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/here_after_2020
2018	My Rival is Son-in-law, My Lover is Son-in-law	Paula Lago	5.0	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/my_rival_is_son-in-law,_my_lover_is_son-in-law_2018
1992	It's Christmastime Again, Charlie Brown	Oscar Gutiérrez	6.6	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/it's_christmastime_again,_charlie_brown_1992
2019	The Projectionist	Phill Freeman	6.1	Un buen documental	https.//forummovies.org/reviews/phill_freeman/the_projectionist_2019
1987	The Squeeze	Fermín Álvarez	4.5	Una película aburrida	https.//forummovies.org/reviews/fermín_álvarez/the_squeeze_1987
2019	Raising Buchanan	Phill Freeman	5.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/raising_buchanan_2019
2020	Schwarz Weiss Bunt	Paul Pendergast	5.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/schwarz_weiss_bunt_2020
1966	Who's Afraid of Virginia Woolf?	Fermín Álvarez	7.7	Película entretenida para pasar el rato	https.//forummovies.org/reviews/fermín_álvarez/who's_afraid_of_virginia_woolf?_1966
1960	When a Woman Ascends the Stairs	Paul Pendergast	7.8	Película entretenida para pasar el rato	https.//forummovies.org/reviews/paul_pendergast/when_a_woman_ascends_the_stairs_1960
2011	Spy Kids 4: All the Time in the World	Phill Freeman	3.2	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/spy_kids_4:_all_the_time_in_the_world_2011
1963	The Girl Hunters	Phill Freeman	5.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_girl_hunters_1963
2018	All About Nina	Paula Lago	5.9	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/all_about_nina_2018
1999	King Cobra	Oscar Gutiérrez	5.3	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/king_cobra_1999
2018	Perception	Paula Lago	4.6	Una película aburrida	https.//cinemanía.com/paula/paula_lago/perception_2018
1988	Earth Girls Are Easy	Paula Lago	5.1	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/earth_girls_are_easy_1988
2020	ETs Among Us 5: Binary Code - Secret Messages from the Cosmos (with Linda Moulton Howe)	Paul Pendergast	6.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/ets_among_us_5:_binary_code_-_secret_messages_from_the_cosmos_(with_linda_moulton_howe)_2020
2000	Drowning Mona	Paul Pendergast	5.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/drowning_mona_2000
1991	Eyes of an oscar	Carlos Alonso	4.9	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/eyes_of_an_oscar_1991
1939	Beach Picnic	Carlos Alonso	6.2	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/beach_picnic_1939
2008	One Missed Call	Fermín Álvarez	3.7	Una película aburrida	https.//forummovies.org/reviews/fermín_álvarez/one_missed_call_2008
2018	The Wrong Cruise	Paula Lago	4.4	Una película aburrida	https.//cinemanía.com/paula/paula_lago/the_wrong_cruise_2018
2021	The Companions	Phill Freeman	5.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_companions_2021
2019	Always Miss You	Phill Freeman	3.7	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/always_miss_you_2019
2016	The Limehouse Golem	Paula Lago	6.0	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_limehouse_golem_2016
1965	The Symbol of a Man: The Rule for a Vagabond	Carlos Alonso	5.6	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/the_symbol_of_a_man:_the_rule_for_a_vagabond_1965
2000	Hide and Seek	Paul Pendergast	5.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/hide_and_seek_2000
2015	3801 Lancaster: American Tragedy	Fermín Álvarez	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/3801_lancaster:_american_tragedy_2015
2021	Clifford the Big Red Dog	Phill Freeman	5.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/clifford_the_big_red_dog_2021
2019	Valley of the Blind	Phill Freeman	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/valley_of_the_blind_2019
1994	Fist of Legend	Fermín Álvarez	7.2	Película entretenida para pasar el rato	https.//forummovies.org/reviews/fermín_álvarez/fist_of_legend_1994
1958	Gigi	Paula Lago	6.3	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/gigi_1958
1975	Hot Sex in Bangkok	Claire Johnson	2.7	Una película aburrida	https.//forummovies.org/reviews/claire_johnson/hot_sex_in_bangkok_1975
2020	ETs Among Us 4: The Reality of ET/Human Hybrids	Paul Pendergast	5.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/ets_among_us_4:_the_reality_of_et/human_hybrids_2020
2014	Barbie and the Secret Door	Paula Lago	5.3	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/barbie_and_the_secret_door_2014
2021	Psychedelic	Phill Freeman	5.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/psychedelic_2021
2011	Salmon Fishing in the Yemen	Phill Freeman	6.5	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/salmon_fishing_in_the_yemen_2011
2015	Saveart: Recycling Art	Fermín Álvarez	7.2	Un buen documental	https.//forummovies.org/reviews/fermín_álvarez/saveart:_recycling_art_2015
2010	The John Cena Experience	Paul Pendergast	6.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/the_john_cena_experience_2010
2020	Tanhaji: The Unsung Warrior	Paul Pendergast	7.3	Película entretenida para pasar el rato	https.//forummovies.org/reviews/paul_pendergast/tanhaji:_the_unsung_warrior_2020
1940	The Invisible Woman	Paul Pendergast	5.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/the_invisible_woman_1940
1979	Assassination on the Tiber	Phill Freeman	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/assassination_on_the_tiber_1979
1971	Bedknobs and Broomsticks	Oscar Gutiérrez	6.8	Gran película, muy recomendable	https.//palomitas.com/películas/oscar_gutiérrez/bedknobs_and_broomsticks_1971
2015	Letter Never Sent	Fermín Álvarez	6.2	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/fermín_álvarez/letter_never_sent_2015
2020	Bigfoot: Path of the Beast	Paul Pendergast	2.5	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/bigfoot:_path_of_the_beast_2020
2015	A Month of Sundays	Fermín Álvarez	6.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/a_month_of_sundays_2015
2006	Pulse	Oscar Gutiérrez	6.3	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/pulse_2006
2020	The Vanished	Paul Pendergast	6.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/the_vanished_2020
1975	The UFO Incident	Claire Johnson	6.3	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/claire_johnson/the_ufo_incident_1975
1993	The Three Musketeers	Phill Freeman	5.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_three_musketeers_1993
1988	Braddock: Missing in Action III	Paula Lago	4.6	Una película aburrida	https.//cinemanía.com/paula/paula_lago/braddock:_missing_in_action_iii_1988
2014	The Big Fat Stone	Paula Lago	5.7	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_big_fat_stone_2014
1996	Tokyo Skin	Paula Lago	5.5	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/tokyo_skin_1996
2019	Commitment	Phill Freeman	6.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/commitment_2019
1975	The Man from Hong Kong	Claire Johnson	6.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/the_man_from_hong_kong_1975
2016	A Billion Lives	Paula Lago	7.7	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/a_billion_lives_2016
2019	Elf Pets: Santa's Reindeer Rescue	Phill Freeman	4.4	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/elf_pets:_santa's_reindeer_rescue_2019
2021	Keep Sweet	Phill Freeman	6.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/keep_sweet_2021
2016	Under the Shadow	Paula Lago	6.6	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/under_the_shadow_2016
2019	A Dog's Journey	Phill Freeman	7.2	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/a_dog's_journey_2019
2021	Wanton Want	Phill Freeman	4.1	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/wanton_want_2021
2009	Bob the Builder: The Legend of the Golden Hammer	Phill Freeman	6.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/bob_the_builder:_the_legend_of_the_golden_hammer_2009
1974	The Bod Squad	Paula Lago	5.4	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_bod_squad_1974
1983	WarGames	Phill Freeman	6.9	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/wargames_1983
2016	The Do-Over	Paula Lago	5.5	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_do-over_2016
2017	A Christmas Story Live!	Carlos Alonso	4.6	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/a_christmas_story_live!_2017
1943	The Man in Grey	Oscar Gutiérrez	6.3	Una buena película para ver con tu pareja	https.//palomitas.com/películas/oscar_gutiérrez/the_man_in_grey_1943
1972	Leather and Whips	Luisa Molina	6.0	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/leather_and_whips_1972
1964	A Shot in the Dark	Oscar Gutiérrez	7.2	Película entretenida para pasar el rato	https.//palomitas.com/películas/oscar_gutiérrez/a_shot_in_the_dark_1964
2022	Scream	Fermín Álvarez	7.2	Gran película, muy recomendable	https.//forummovies.org/reviews/fermín_álvarez/scream_2022
2013	Dracula: The Dark Prince	Oscar Gutiérrez	3.5	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/dracula:_the_dark_prince_2013
2007	Bleach the Movie 2: The Diamond Dust Rebellion	Luisa Molina	6.8	Gran película, muy recomendable	https.//foro_pelis.es/luisam/luisa_molina/bleach_the_movie_2:_the_diamond_dust_rebellion_2007
2019	Two Heads Creek	Phill Freeman	5.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/two_heads_creek_2019
2016	Center of My World	Paula Lago	7.0	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/center_of_my_world_2016
2010	Villain	Paul Pendergast	5.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/villain_2010
1965	War and Peace	Carlos Alonso	6.5	Una buena película para ver con tu pareja	https.//palomitas.com/películas/carlos_alonso/war_and_peace_1965
2013	The House Across the Street	Oscar Gutiérrez	3.1	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/the_house_across_the_street_2013
2021	The Auschwitz Report	Phill Freeman	6.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_auschwitz_report_2021
1991	Not Without My Daughter	Carlos Alonso	6.2	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/not_without_my_daughter_1991
2015	Truman	Fermín Álvarez	7.1	Película entretenida para pasar el rato	https.//forummovies.org/reviews/fermín_álvarez/truman_2015
2012	The Lucky One	Luisa Molina	6.2	Una buena película para ver con tu pareja	https.//foro_pelis.es/luisam/luisa_molina/the_lucky_one_2012
2002	Blue	Luisa Molina	6.3	Una buena película para ver con tu pareja	https.//foro_pelis.es/luisam/luisa_molina/blue_2002
2020	When Everything's Gone	Paul Pendergast	3.2	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/when_everything's_gone_2020
2019	Serenity	Phill Freeman	7.6	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/serenity_2019
1956	The Mountain	Paula Lago	5.3	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_mountain_1956
1989	The Phantom of the Opera	Phill Freeman	7.3	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/the_phantom_of_the_opera_1989
1951	A Christmas Carol	Phill Freeman	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/a_christmas_carol_1951
1969	Carry on Camping	Phill Freeman	6.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/carry_on_camping_1969
1998	The Long Way Home	Paula Lago	6.8	Gran película, muy recomendable	https.//cinemanía.com/paula/paula_lago/the_long_way_home_1998
1920	Outside the Law	Paul Pendergast	6.3	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/outside_the_law_1920
2015	High-Rise	Fermín Álvarez	5.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/high-rise_2015
2018	Space Explorers	Paula Lago	5.2	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/space_explorers_2018
2020	Primal	Paul Pendergast	4.7	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/primal_2020
1966	The Brides of Fu Manchu	Fermín Álvarez	5.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/the_brides_of_fu_manchu_1966
2020	Christmas Staycation	Paul Pendergast	4.4	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/christmas_staycation_2020
2019	Big Fur	Phill Freeman	6.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/big_fur_2019
1997	Scream 2	Luisa Molina	5.3	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/scream_2_1997
1977	Chinatown Kid	Luisa Molina	5.6	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/chinatown_kid_1977
2017	The Gaelic King	Carlos Alonso	2.8	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/the_gaelic_king_2017
2015	The C Word	Fermín Álvarez	6.5	Gran película, muy recomendable	https.//forummovies.org/reviews/fermín_álvarez/the_c_word_2015
2017	Mad Genius	Carlos Alonso	2.3	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/mad_genius_2017
2005	Devour	Claire Johnson	3.7	Una película aburrida	https.//forummovies.org/reviews/claire_johnson/devour_2005
2011	Sacrifice	Phill Freeman	3.9	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/sacrifice_2011
2017	Haunted	Carlos Alonso	3.7	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/haunted_2017
2020	Shooting Heroin	Paul Pendergast	3.9	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/shooting_heroin_2020
1972	The King of Marvin Gardens	Luisa Molina	5.5	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_king_of_marvin_gardens_1972
2015	Rendez-Vous	Fermín Álvarez	4.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/rendez-vous_2015
2020	Anthony	Paul Pendergast	6.0	Gran película, muy recomendable	https.//forummovies.org/reviews/paul_pendergast/anthony_2020
2018	Conviction	Paula Lago	5.8	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/conviction_2018
2020	The Thousand Faces of Dunjia	Paul Pendergast	4.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/the_thousand_faces_of_dunjia_2020
1949	Little Women	Phill Freeman	6.8	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/little_women_1949
1973	Terminal Island	Fermín Álvarez	4.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/terminal_island_1973
2021	The Box	Phill Freeman	4.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_box_2021
2020	The Lost Husband	Paul Pendergast	5.1	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/the_lost_husband_2020
2016	One More Time with Feeling	Paula Lago	7.2	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/one_more_time_with_feeling_2016
2020	Chained	Paul Pendergast	3.6	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/chained_2020
1991	Not Without My Daughter	Carlos Alonso	5.4	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/not_without_my_daughter_1991
1980	Fists of the White Lotus	Paul Pendergast	6.1	Película entretenida para pasar el rato	https.//forummovies.org/reviews/paul_pendergast/fists_of_the_white_lotus_1980
